2025-12-27 22:58:57 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM3: could not open port 'COM3': OSError(22, 'The semaphore timeout period has expired.', None, 121)
2025-12-27 22:58:57 - core.sensor_reader - ERROR - [sensor_reader.py:134] - Failed to initialize sensor reader: Modbus init failed on COM3: could not open port 'COM3': OSError(22, 'The semaphore timeout period has expired.', None, 121)
2025-12-27 22:58:57 - core.sensor_reader - ERROR - [sensor_reader.py:593] - Failed to initialize reader: Initialization failed: Modbus init failed on COM3: could not open port 'COM3': OSError(22, 'The semaphore timeout period has expired.', None, 121)
2025-12-27 22:58:57 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:58:58 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:58:59 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:00 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:01 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:02 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:03 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:04 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:05 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:06 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:07 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:08 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:09 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:10 - core.sensor_reader - ERROR - [sensor_reader.py:627] - Sensor read error: Sensor reader not initialized
2025-12-27 22:59:11 - core.sensor_reader - INFO - [sensor_reader.py:173] - Modbus instrument initialized on COM5 (slave 1)
2025-12-27 22:59:11 - core.sensor_reader - INFO - [sensor_reader.py:132] - Sensor reader initialized with frequency 3200.0 Hz
2025-12-27 22:59:15 - core.sensor_reader - ERROR - [sensor_reader.py:323] - Failed to read register block 43501: No communication with the instrument (no answer)
2025-12-27 22:59:15 - core.sensor_reader - WARNING - [sensor_reader.py:405] - Extended bands not supported by this sensor: Register block read failed: No communication with the instrument (no answer)
2025-12-27 22:59:15 - core.sensor_reader - INFO - [sensor_reader.py:173] - Modbus instrument initialized on COM5 (slave 1)
2025-12-27 22:59:15 - core.sensor_reader - INFO - [sensor_reader.py:132] - Sensor reader initialized with frequency 3200.0 Hz
2025-12-27 23:08:27 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: No communication with the instrument (no answer)
2025-12-27 23:08:27 - core.sensor_reader - INFO - [sensor_reader.py:173] - Modbus instrument initialized on COM5 (slave 1)
2025-12-27 23:08:28 - core.sensor_reader - ERROR - [sensor_reader.py:280] - Failed to read scalar values: Failed to read register 40043 after 3 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:08:28 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:08:28 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:11:59 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:11:59 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:11:59 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:11:59 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:00 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:12:00 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:01 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:12:01 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:02 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:12:02 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:03 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:12:03 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:04 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
2025-12-27 23:12:04 - core.sensor_reader - ERROR - [sensor_reader.py:176] - Failed to initialize Modbus instrument on COM5: Cannot configure port, something went wrong. Original message: PermissionError(13, 'Access is denied.', None, 5)
2025-12-27 23:12:05 - core.sensor_reader - WARNING - [sensor_reader.py:462] - Connection test failed, attempting reconnect: Failed to read register 40043 after 2 attempts: WriteFile failed (PermissionError(13, 'Access is denied.', None, 5))
